Started at 2014-07-30 19:56:09

Inserted: 10 Things I Hate About You, 2 seasons, 27 chapters, http://subtitulos.es/show/317 absolute url, http://subtitulos.es/10-things-i-hate-about-you/ base url.
Inserted: Regular Show, 3 seasons, 18 chapters, http://subtitulos.es/show/796 absolute url, http://subtitulos.es/regular-show/ base url.
Inserted: Reign, 1 seasons, 22 chapters, http://subtitulos.es/show/1868 absolute url, http://subtitulos.es/reign/ base url.
Inserted: Related, 1 seasons, 2 chapters, http://subtitulos.es/show/366 absolute url, http://subtitulos.es/related/ base url.
Inserted: Remedy, 1 seasons, 10 chapters, http://subtitulos.es/show/1999 absolute url, http://subtitulos.es/remedy/ base url.
Inserted: Reno 911!, 1 seasons, 5 chapters, http://subtitulos.es/show/1782 absolute url, http://subtitulos.es/reno-911!/ base url.
Inserted: Republic of Doyle, 4 seasons, 8 chapters, http://subtitulos.es/show/462 absolute url, http://subtitulos.es/republic-of-doyle/ base url.
Inserted: Rescue Me, 5 seasons, 57 chapters, http://subtitulos.es/show/239 absolute url, http://subtitulos.es/rescue-me/ base url.
Inserted: Restless, 1 seasons, 2 chapters, http://subtitulos.es/show/1553 absolute url, http://subtitulos.es/restless/ base url.
Inserted: Resurrection (2014), 1 seasons, 8 chapters, http://subtitulos.es/show/2013 absolute url, http://subtitulos.es/resurrection-(2014)/ base url.
Inserted: Retired at 35, 2 seasons, 19 chapters, http://subtitulos.es/show/820 absolute url, http://subtitulos.es/retired-at-35/ base url.
Inserted: Return to Cranford, 1 seasons, 2 chapters, http://subtitulos.es/show/451 absolute url, http://subtitulos.es/return-to-cranford/ base url.
Inserted: Rev, 3 seasons, 15 chapters, http://subtitulos.es/show/619 absolute url, http://subtitulos.es/rev/ base url.
Inserted: Revenge, 3 seasons, 67 chapters, http://subtitulos.es/show/1043 absolute url, http://subtitulos.es/revenge/ base url.
Inserted: Review, 1 seasons, 9 chapters, http://subtitulos.es/show/2021 absolute url, http://subtitulos.es/review/ base url.
Inserted: Revolution, 2 seasons, 42 chapters, http://subtitulos.es/show/1437 absolute url, http://subtitulos.es/revolution/ base url.
Inserted: Rewind, 1 seasons, 1 chapters, http://subtitulos.es/show/1794 absolute url, http://subtitulos.es/rewind/ base url.
Inserted: Rick and Morty, 1 seasons, 11 chapters, http://subtitulos.es/show/1950 absolute url, http://subtitulos.es/rick-and-morty/ base url.
Inserted: Rick Stein's Spain, 1 seasons, 2 chapters, http://subtitulos.es/show/994 absolute url, http://subtitulos.es/rick-stein's-spain/ base url.
Inserted: Ricky Gervais Out Of England, 1 seasons, 1 chapters, http://subtitulos.es/show/1057 absolute url, http://subtitulos.es/ricky-gervais-out-of-england/ base url.
Inserted: Ricky Gervais: Out of England 2, 1 seasons, 1 chapters, http://subtitulos.es/show/1220 absolute url, http://subtitulos.es/ricky-gervais:-out-of-england-2/ base url.
Inserted: Ring of Fire, 1 seasons, 1 chapters, http://subtitulos.es/show/1857 absolute url, http://subtitulos.es/ring-of-fire/ base url.
Inserted: Ringer, 1 seasons, 22 chapters, http://subtitulos.es/show/1051 absolute url, http://subtitulos.es/ringer/ base url.
Inserted: Ripper Street, 2 seasons, 16 chapters, http://subtitulos.es/show/1557 absolute url, http://subtitulos.es/ripper-street/ base url.
Inserted: Rise of the Continents, 1 seasons, 4 chapters, http://subtitulos.es/show/1675 absolute url, http://subtitulos.es/rise-of-the-continents/ base url.
Inserted: Riverworld, 1 seasons, 2 chapters, http://subtitulos.es/show/516 absolute url, http://subtitulos.es/riverworld/ base url.
Inserted: Rizzoli , 5 seasons, 63 chapters, http://subtitulos.es/show/624 absolute url, http://subtitulos.es/rizzoli-/ base url.
Inserted: Rob!, 1 seasons, 8 chapters, http://subtitulos.es/show/1216 absolute url, http://subtitulos.es/rob!/ base url.
Inserted: Robin Hood, 2 seasons, 14 chapters, http://subtitulos.es/show/223 absolute url, http://subtitulos.es/robin-hood/ base url.
Inserted: Robot Chicken, 5 seasons, 90 chapters, http://subtitulos.es/show/268 absolute url, http://subtitulos.es/robot-chicken/ base url.
Inserted: Rock , 1 seasons, 1 chapters, http://subtitulos.es/show/473 absolute url, http://subtitulos.es/rock-/ base url.
Inserted: Rogue, 2 seasons, 17 chapters, http://subtitulos.es/show/1671 absolute url, http://subtitulos.es/rogue/ base url.
Inserted: Romantically Challenged, 1 seasons, 4 chapters, http://subtitulos.es/show/538 absolute url, http://subtitulos.es/romantically-challenged/ base url.
Inserted: Romanzo Criminale, 2 seasons, 13 chapters, http://subtitulos.es/show/497 absolute url, http://subtitulos.es/romanzo-criminale/ base url.
Inserted: Rome, 1 seasons, 3 chapters, http://subtitulos.es/show/576 absolute url, http://subtitulos.es/rome/ base url.
Inserted: Rookie Blue, 5 seasons, 61 chapters, http://subtitulos.es/show/607 absolute url, http://subtitulos.es/rookie-blue/ base url.
Inserted: Room at the top, 1 seasons, 2 chapters, http://subtitulos.es/show/1485 absolute url, http://subtitulos.es/room-at-the-top/ base url.
Inserted: Roomates, 1 seasons, 13 chapters, http://subtitulos.es/show/226 absolute url, http://subtitulos.es/roomates/ base url.
Inserted: Rosemary's Baby, 1 seasons, 2 chapters, http://subtitulos.es/show/2085 absolute url, http://subtitulos.es/rosemary's-baby/ base url.
Inserted: Royal Pains, 6 seasons, 82 chapters, http://subtitulos.es/show/295 absolute url, http://subtitulos.es/royal-pains/ base url.
Inserted: Rubicon, 1 seasons, 13 chapters, http://subtitulos.es/show/587 absolute url, http://subtitulos.es/rubicon/ base url.
Inserted: Rules of Engagement, 7 seasons, 100 chapters, http://subtitulos.es/show/277 absolute url, http://subtitulos.es/rules-of-engagement/ base url.
Inserted: Run, 1 seasons, 4 chapters, http://subtitulos.es/show/1765 absolute url, http://subtitulos.es/run/ base url.
Inserted: Running Wilde, 1 seasons, 13 chapters, http://subtitulos.es/show/700 absolute url, http://subtitulos.es/running-wilde/ base url.
Inserted: Rush, 1 seasons, 2 chapters, http://subtitulos.es/show/2149 absolute url, http://subtitulos.es/rush/ base url.
Inserted: Sabrina, la bruja Adolescente, 3 seasons, 32 chapters, http://subtitulos.es/show/669 absolute url, http://subtitulos.es/sabrina,-la-bruja-adolescente/ base url.
Inserted: Saint George, 1 seasons, 2 chapters, http://subtitulos.es/show/2036 absolute url, http://subtitulos.es/saint-george/ base url.
Inserted: Saint Seiya Omega, 1 seasons, 2 chapters, http://subtitulos.es/show/1289 absolute url, http://subtitulos.es/saint-seiya-omega/ base url.
Inserted: Saint Seiyah The Lost Canvas, 1 seasons, 3 chapters, http://subtitulos.es/show/362 absolute url, http://subtitulos.es/saint-seiyah-the-lost-canvas/ base url.
Inserted: Salamander, 1 seasons, 12 chapters, http://subtitulos.es/show/1750 absolute url, http://subtitulos.es/salamander/ base url.
Inserted: Salem, 1 seasons, 14 chapters, http://subtitulos.es/show/2064 absolute url, http://subtitulos.es/salem/ base url.
Inserted: Sam , 1 seasons, 35 chapters, http://subtitulos.es/show/1732 absolute url, http://subtitulos.es/sam-/ base url.
Inserted: Samantha Who, 1 seasons, 20 chapters, http://subtitulos.es/show/87 absolute url, http://subtitulos.es/samantha-who/ base url.
Inserted: Sanctuary, 4 seasons, 57 chapters, http://subtitulos.es/show/17 absolute url, http://subtitulos.es/sanctuary/ base url.
Inserted: Satisfaction, 1 seasons, 10 chapters, http://subtitulos.es/show/621 absolute url, http://subtitulos.es/satisfaction/ base url.
Inserted: satisfaction (2013), 1 seasons, 1 chapters, http://subtitulos.es/show/1748 absolute url, http://subtitulos.es/satisfaction-(2013)/ base url.
Inserted: Satisfaction (US), 1 seasons, 2 chapters, http://subtitulos.es/show/2148 absolute url, http://subtitulos.es/satisfaction-(us)/ base url.
Inserted: Saturday Night Live, 6 seasons, 30 chapters, http://subtitulos.es/show/436 absolute url, http://subtitulos.es/saturday-night-live/ base url.
Inserted: Save Me, 1 seasons, 7 chapters, http://subtitulos.es/show/1717 absolute url, http://subtitulos.es/save-me/ base url.
Inserted: Saving Grace, 3 seasons, 30 chapters, http://subtitulos.es/show/201 absolute url, http://subtitulos.es/saving-grace/ base url.
Inserted: Saving Hope, 2 seasons, 31 chapters, http://subtitulos.es/show/1344 absolute url, http://subtitulos.es/saving-hope/ base url.
Inserted: Scandal, 3 seasons, 48 chapters, http://subtitulos.es/show/1300 absolute url, http://subtitulos.es/scandal/ base url.
Inserted: School 2013, 1 seasons, 1 chapters, http://subtitulos.es/show/1536 absolute url, http://subtitulos.es/school-2013/ base url.
Inserted: School Pride, 1 seasons, 6 chapters, http://subtitulos.es/show/734 absolute url, http://subtitulos.es/school-pride/ base url.
Inserted: Scot Squad, 1 seasons, 1 chapters, http://subtitulos.es/show/1899 absolute url, http://subtitulos.es/scot-squad/ base url.
Inserted: Scott and Bailey , 3 seasons, 22 chapters, http://subtitulos.es/show/940 absolute url, http://subtitulos.es/scott-and-bailey-/ base url.
Inserted: Scoundrels, 1 seasons, 8 chapters, http://subtitulos.es/show/597 absolute url, http://subtitulos.es/scoundrels/ base url.
Inserted: Scrubs, 6 seasons, 108 chapters, http://subtitulos.es/show/64 absolute url, http://subtitulos.es/scrubs/ base url.
Inserted: Scrubs Interns, 1 seasons, 10 chapters, http://subtitulos.es/show/276 absolute url, http://subtitulos.es/scrubs-interns/ base url.
Inserted: Sea Patrol, 1 seasons, 5 chapters, http://subtitulos.es/show/1524 absolute url, http://subtitulos.es/sea-patrol/ base url.
Inserted: Sean Saves The World, 1 seasons, 13 chapters, http://subtitulos.es/show/1856 absolute url, http://subtitulos.es/sean-saves-the-world/ base url.
Inserted: Secret Diary of a Call Girl, 3 seasons, 24 chapters, http://subtitulos.es/show/29 absolute url, http://subtitulos.es/secret-diary-of-a-call-girl/ base url.
Inserted: Secret Garden, 1 seasons, 1 chapters, http://subtitulos.es/show/1040 absolute url, http://subtitulos.es/secret-garden/ base url.
Inserted: Secret Girlfriend, 1 seasons, 6 chapters, http://subtitulos.es/show/400 absolute url, http://subtitulos.es/secret-girlfriend/ base url.
Inserted: Secret State, 1 seasons, 4 chapters, http://subtitulos.es/show/1516 absolute url, http://subtitulos.es/secret-state/ base url.
Inserted: Secrets , 1 seasons, 3 chapters, http://subtitulos.es/show/2006 absolute url, http://subtitulos.es/secrets-/ base url.
Inserted: Secrets of the Mountain, 1 seasons, 1 chapters, http://subtitulos.es/show/533 absolute url, http://subtitulos.es/secrets-of-the-mountain/ base url.
Inserted: See Dad Run, 1 seasons, 1 chapters, http://subtitulos.es/show/1492 absolute url, http://subtitulos.es/see-dad-run/ base url.
Inserted: Seed, 2 seasons, 4 chapters, http://subtitulos.es/show/1890 absolute url, http://subtitulos.es/seed/ base url.
Inserted: Seinfeld, 1 seasons, 3 chapters, http://subtitulos.es/show/917 absolute url, http://subtitulos.es/seinfeld/ base url.
Inserted: Serangoon Road, 1 seasons, 10 chapters, http://subtitulos.es/show/1830 absolute url, http://subtitulos.es/serangoon-road/ base url.
Inserted: Seven ages of Britain, 1 seasons, 7 chapters, http://subtitulos.es/show/518 absolute url, http://subtitulos.es/seven-ages-of-britain/ base url.
Inserted: Sex and the city, 1 seasons, 1 chapters, http://subtitulos.es/show/567 absolute url, http://subtitulos.es/sex-and-the-city/ base url.
Inserted: Shake It Up!, 1 seasons, 3 chapters, http://subtitulos.es/show/755 absolute url, http://subtitulos.es/shake-it-up!/ base url.
Inserted: Shameless, 11 seasons, 139 chapters, http://subtitulos.es/show/241 absolute url, http://subtitulos.es/shameless/ base url.
Inserted: Shameless US, 4 seasons, 48 chapters, http://subtitulos.es/show/798 absolute url, http://subtitulos.es/shameless-us/ base url.
Inserted: Shattered, 1 seasons, 10 chapters, http://subtitulos.es/show/665 absolute url, http://subtitulos.es/shattered/ base url.
Inserted: Sherlock, 3 seasons, 13 chapters, http://subtitulos.es/show/635 absolute url, http://subtitulos.es/sherlock/ base url.
Inserted: Shetland, 2 seasons, 8 chapters, http://subtitulos.es/show/1646 absolute url, http://subtitulos.es/shetland/ base url.
Inserted: Shit My Dad Says, 1 seasons, 18 chapters, http://subtitulos.es/show/711 absolute url, http://subtitulos.es/shit-my-dad-says/ base url.
Inserted: Siberia, 1 seasons, 11 chapters, http://subtitulos.es/show/1751 absolute url, http://subtitulos.es/siberia/ base url.
Inserted: Signed, Sealed, Delivered, 1 seasons, 11 chapters, http://subtitulos.es/show/2061 absolute url, http://subtitulos.es/signed,-sealed,-delivered/ base url.
Inserted: Silent Witness, 3 seasons, 7 chapters, http://subtitulos.es/show/457 absolute url, http://subtitulos.es/silent-witness/ base url.
Inserted: Silicon Valley, 1 seasons, 9 chapters, http://subtitulos.es/show/2048 absolute url, http://subtitulos.es/silicon-valley/ base url.
Inserted: Silk, 3 seasons, 16 chapters, http://subtitulos.es/show/861 absolute url, http://subtitulos.es/silk/ base url.
Inserted: Sinbad, 1 seasons, 12 chapters, http://subtitulos.es/show/1376 absolute url, http://subtitulos.es/sinbad/ base url.
Inserted: Single Father, 1 seasons, 4 chapters, http://subtitulos.es/show/731 absolute url, http://subtitulos.es/single-father/ base url.
Inserted: Single Ladies, 1 seasons, 5 chapters, http://subtitulos.es/show/962 absolute url, http://subtitulos.es/single-ladies/ base url.
Inserted: Single White Spenny, 1 seasons, 8 chapters, http://subtitulos.es/show/958 absolute url, http://subtitulos.es/single-white-spenny/ base url.
Inserted: Sirens (2014), 1 seasons, 10 chapters, http://subtitulos.es/show/2010 absolute url, http://subtitulos.es/sirens-(2014)/ base url.
Inserted: Sirens (UK), 1 seasons, 6 chapters, http://subtitulos.es/show/978 absolute url, http://subtitulos.es/sirens-(uk)/ base url.
Inserted: Sit Down Shut Up, 1 seasons, 4 chapters, http://subtitulos.es/show/263 absolute url, http://subtitulos.es/sit-down-shut-up/ base url.
Inserted: Six feet under, 1 seasons, 1 chapters, http://subtitulos.es/show/1784 absolute url, http://subtitulos.es/six-feet-under/ base url.
Inserted: Skins, 7 seasons, 51 chapters, http://subtitulos.es/show/166 absolute url, http://subtitulos.es/skins/ base url.
Inserted: Skins US, 1 seasons, 10 chapters, http://subtitulos.es/show/818 absolute url, http://subtitulos.es/skins-us/ base url.
Inserted: Sleepwalkers, 1 seasons, 1 chapters, http://subtitulos.es/show/1157 absolute url, http://subtitulos.es/sleepwalkers/ base url.
Inserted: Sleepy Hollow, 1 seasons, 12 chapters, http://subtitulos.es/show/1822 absolute url, http://subtitulos.es/sleepy-hollow/ base url.
Inserted: SLiDE, 1 seasons, 8 chapters, http://subtitulos.es/show/1562 absolute url, http://subtitulos.es/slide/ base url.
Inserted: Slings and Arrows, 1 seasons, 1 chapters, http://subtitulos.es/show/2146 absolute url, http://subtitulos.es/slings-and-arrows/ base url.
Inserted: Slug Terra, 1 seasons, 3 chapters, http://subtitulos.es/show/1440 absolute url, http://subtitulos.es/slug-terra/ base url.
Inserted: Smallville, 3 seasons, 64 chapters, http://subtitulos.es/show/22 absolute url, http://subtitulos.es/smallville/ base url.
Inserted: SMASH, 2 seasons, 31 chapters, http://subtitulos.es/show/1227 absolute url, http://subtitulos.es/smash/ base url.
Inserted: Snowblind, 1 seasons, 1 chapters, http://subtitulos.es/show/886 absolute url, http://subtitulos.es/snowblind/ base url.
Inserted: So You Think You Can Dance, 2 seasons, 7 chapters, http://subtitulos.es/show/363 absolute url, http://subtitulos.es/so-you-think-you-can-dance/ base url.
Inserted: Some Girls, 1 seasons, 2 chapters, http://subtitulos.es/show/1514 absolute url, http://subtitulos.es/some-girls/ base url.
Inserted: Son of the Beach, 1 seasons, 1 chapters, http://subtitulos.es/show/1133 absolute url, http://subtitulos.es/son-of-the-beach/ base url.
Inserted: Sonny with a Chance, 2 seasons, 27 chapters, http://subtitulos.es/show/228 absolute url, http://subtitulos.es/sonny-with-a-chance/ base url.
Inserted: Sons of Anarchy, 6 seasons, 79 chapters, http://subtitulos.es/show/46 absolute url, http://subtitulos.es/sons-of-anarchy/ base url.
Inserted: Sons of Tucson, 1 seasons, 14 chapters, http://subtitulos.es/show/338 absolute url, http://subtitulos.es/sons-of-tucson/ base url.
Inserted: South of Nowhere, 1 seasons, 1 chapters, http://subtitulos.es/show/114 absolute url, http://subtitulos.es/south-of-nowhere/ base url.
Inserted: South Park, 10 seasons, 89 chapters, http://subtitulos.es/show/91 absolute url, http://subtitulos.es/south-park/ base url.
Inserted: South Riding, 1 seasons, 3 chapters, http://subtitulos.es/show/851 absolute url, http://subtitulos.es/south-riding/ base url.
Inserted: Southcliffe, 1 seasons, 4 chapters, http://subtitulos.es/show/1778 absolute url, http://subtitulos.es/southcliffe/ base url.
